asins,name,reviews.numHelpful,reviews.rating,reviews.text,reviews.title
B01BH83OOM,Amazon Tap - Alexa-Enabled Portable Bluetooth Speaker,0,5,I use this speaker daily and love the sound quality and its ability to be independant of my phone/tablet unlike normal Bluetooth speakers that require your phone to play music even if they have the same sound quality.,Great Sound and Versatility
B01BH83OOM,Amazon Tap - Alexa-Enabled Portable Bluetooth Speaker,0,5,"I got it on a pretty good sale... so I feel it was worth it. The sound is good, I like that it's portable and rechargeable. I think it is best if you have a prime account so you have access to the prime music.",I like it
B01BH83OOM,Amazon Tap - Alexa-Enabled Portable Bluetooth Speaker,0,5,"I have a regular echo and now the tap. Both awesome products, use them to control lights, locks, and play music. Would buy again.",Great product
B01BH83OOM,Amazon Tap - Alexa-Enabled Portable Bluetooth Speaker,0,5,great sound easily portable around the house both inside and outside. the option to have it automatically respond without pushing the button was a surprise but a welcome one!,Easy to carry from room to room and outside.
B01BH83OOM,Amazon Tap - Alexa-Enabled Portable Bluetooth Speaker,0,5,"I wanted to buy a Tap when it was first released. I have several Echo's in the house, but having a portable Alexa enabled device is awesome. Unfortunately, when it was first released, the tap could not be operated hands-free. I held off purchasing one because I was afraid Amazon would wait for new hardware to add that feature.Earlier this year Amazon enabled hands-free mode, and it works almost as well as the Echo, despite having fewer microphones.Sound quality is very good. It's a small speaker but very capable. Battery life is excellent. This is currently the most flexible implementation of Alexa and I recommend it.",Now hands-free
B01BH83OOM,Amazon Tap - Alexa-Enabled Portable Bluetooth Speaker,0,4,Was a little difficult to sync the first time. I really have only used the Tap to play music and to ask for the weather. I like that the device takes up little space in my kitchen.,Amazon Tap
B01BH83OOM,Amazon Tap - Alexa-Enabled Portable Bluetooth Speaker,0,5,I have a few top end Bluetooth speakers and this Amazon tap rates right up with them in sound and built quality plus it has alexa built in,Very well built
B01BH83OOM,Amazon Tap - Alexa-Enabled Portable Bluetooth Speaker,0,5,We now have one for everyone in the family and no longer share. I would have no problem recommending this to a friend.,Love It
B01BH83OOM,Amazon Tap - Alexa-Enabled Portable Bluetooth Speaker,0,5,Great product for intro to an AI device. Cant wait to upgrade to echo.,Great Item for Beginners
B01BH83OOM,Amazon Tap - Alexa-Enabled Portable Bluetooth Speaker,0,4,"The more I use this, the more reasons I enjoy it. The staff were great and helped me set it up.",It meets my needs
B01BH83OOM,Amazon Tap - Alexa-Enabled Portable Bluetooth Speaker,0,4,got as a gift. Might not have got for my self- but love it and glad I had a birthday - lol,Awesome
B01BH83OOM,Amazon Tap - Alexa-Enabled Portable Bluetooth Speaker,0,5,"I bought 1 of everything. Like this one the best. VERY good sound, grab it off the base and take it to another room or outside and enjoy the music.",THE most versitle of the Amazon line up
B01BH83OOM,Amazon Tap - Alexa-Enabled Portable Bluetooth Speaker,0,5,"Was excited to get this product for its sheer portability alone (doesn't need to be plugged into an electrical outlet all the time like we have to do with our Echo Dot), but was pleasantly surprised with the sound quality and volume! We prefer this over our outdoor bluetooth speaker, and its ""Hands-Free"" mode is a great updated feature (though we try not to keep it on that setting too long because it does drain the battery faster)...",Better sound than expected!
B01BH83OOM,Amazon Tap - Alexa-Enabled Portable Bluetooth Speaker,0,5,"I have the Amazon dot, which is great. But after purchasing the tap, which was on sale too, I was sold. You can take it any where. And the sound is great!!!",This product is amazing!!!
B01BH83OOM,Amazon Tap - Alexa-Enabled Portable Bluetooth Speaker,0,4,"I will rate this Amazon Tap a five stars when the application to make the Alexa commands become remote, instead of manually pressing the command button on the unit itself.",Very entertaining. New technology in the making.
B01BH83OOM,Amazon Tap - Alexa-Enabled Portable Bluetooth Speaker,0,5,Already have a few other Alexas. Wanted on to be portable around the house without having to plug in or connect to another speaker. Works as expected.,another one...
B01BH83OOM,Amazon Tap - Alexa-Enabled Portable Bluetooth Speaker,0,5,Enjoying the product and feel the ease of use is good.,Easy to set up
B01BH83OOM,Amazon Tap - Alexa-Enabled Portable Bluetooth Speaker,0,2,Just really thought it would have been more useful without having to have to make additional purchases for music I like.,Not impressed
B01BH83OOM,Amazon Tap - Alexa-Enabled Portable Bluetooth Speaker,0,5,Looking for a radio for the kitchen this works great the more you use it the smarter it gets,Love it
B01BH83OOM,Amazon Tap - Alexa-Enabled Portable Bluetooth Speaker,0,5,"I love this product , so nice to have for trips!!!",Great and user friendly
B01BH83OOM,Amazon Tap - Alexa-Enabled Portable Bluetooth Speaker,0,4,"Picked this up to have a portable option for playing music in the garage. Love that it's battery powered. Never had an issue of it running out of juice. The only issue I have is with the mics, it doesn't respond to your voice as well as the Echo or Dot. Then again it wasn't really designed to listen for the Alexa command since it originally required you to ""tap"" the speaker to get it to listen.","Not perfect, but does a great job"
B01BH83OOM,Amazon Tap - Alexa-Enabled Portable Bluetooth Speaker,0,5,Pleased with all the features. Amazon did another fantastic job with bringing great sound inna small package.,Great baby Alexa
B01BH83OOM,Amazon Tap - Alexa-Enabled Portable Bluetooth Speaker,0,4,If you want to listen to music you will have to sign for Amazon unlimited or Prime which is very expensive. Pandora does not work too well with this device as it does with Google Home.,Great product but requires Amazon membership...
B01BH83OOM,Amazon Tap - Alexa-Enabled Portable Bluetooth Speaker,0,4,Great concept but speaker not so good at full volume. And maybe better now with the updates,Great concept
B01BH83OOM,Amazon Tap - Alexa-Enabled Portable Bluetooth Speaker,0,5,This item was very easy to use from the very beginning and was very responsive to my request and commands. I like the fact that you can also add other items to work with it,Very responsive and intuitive.
B01BH83OOM,Amazon Tap - Alexa-Enabled Portable Bluetooth Speaker,0,5,This is one of the coolest new inventions around. It is very innovative and works great. It's really neat asking Alexa to play different songs and telling it you are bored.,Greatest invention ever!
B01BH83OOM,Amazon Tap - Alexa-Enabled Portable Bluetooth Speaker,0,5,The Amazon Tap is a great addition to my Smarthome system. We particularly like that we can move it from room to room without AC attached & the battery lasts a long time. We even take it outside to listen to music from Amazon Prime and Spotify. We recommend it highly.,The Amazon Tap is a wonderful addition to my home
B01BH83OOM,Amazon Tap - Alexa-Enabled Portable Bluetooth Speaker,0,5,"Best sounding Amazon speaker hands down. The only annoyance is that it beeps after the ""Alexa"" wake word and after the command, unlike the other echos I have with no obvious way to turn this off. Other than that, sounds great and can take with you pretty well anywhere....",Great Sound
B01BH83OOM,Amazon Tap - Alexa-Enabled Portable Bluetooth Speaker,0,2,I habe the echo and I bought this one fort my son's room but it's not as user friendly. I wish I would've just bought the other one.,Dissatisfied
B01BH83OOM,Amazon Tap - Alexa-Enabled Portable Bluetooth Speaker,0,5,Great value and quality speaker that also connects to the information highway.,Excellent intelligent speaker
B01BH83OOM,Amazon Tap - Alexa-Enabled Portable Bluetooth Speaker,0,5,I bought this as a gift for my father. He absolutely loves it!!,The best Fathers Day gift
B01BH83OOM,Amazon Tap - Alexa-Enabled Portable Bluetooth Speaker,0,5,I ordered this and actually came in earlier than predicted and it works beautiful! I'm totally happy with my purchase!!!,Perfect!!
B01BH83OOM,Amazon Tap - Alexa-Enabled Portable Bluetooth Speaker,0,5,"This little speaker has quickly become a family favorite for portability and music streaming. My kids have quickly learned that Alexa is their personal DJ when hooked up to the Amazon Prime Unlimited Music program. Battery life is great and sound quality is adequate for our purposes. Some audiophiles might not like the lack of bass, but it does the job for our family.",My kids know Alexa...
B01BH83OOM,Amazon Tap - Alexa-Enabled Portable Bluetooth Speaker,0,3,"I wouldn't buy it again...the software doesn't seem as well integrated with the hardware on this machine. I also have an Echo and I don't have the same connectivity issues with it that I do with this. I liked the features available with this...portability mainly with a long battery life, but with plagued by connectivity issues I can't say I would recommend it. I have looked at reviews online since purchasing and have discovered I am not the only one that feels this way. The sound, when it is connected and responding, is amazing.",Not as great as the Echo
B01BH83OOM,Amazon Tap - Alexa-Enabled Portable Bluetooth Speaker,0,5,We bought this Amazon Tap Bluetooth and wifi wireless speaker for my brother. He loves it! He can play his fave tunes by the pool and it really holds a charge for hours of wireless listening.,Fun technological assistant
B01BH83OOM,Amazon Tap - Alexa-Enabled Portable Bluetooth Speaker,0,5,"The echo is great for music, weather, and anything else you have integrated in the house.",Excellent
B01BH83OOM,Amazon Tap - Alexa-Enabled Portable Bluetooth Speaker,0,5,Good product works amazing . Works awesome from home .,Good
B01BH83OOM,Amazon Tap - Alexa-Enabled Portable Bluetooth Speaker,0,5,"I couldn't decide on which one to buy. They all do the same things, but ended up buying the tap which is portable. I take it on my deck with a cup of coffee and listen to the music I put in through pandora and iheart radio. I absolutely love it, and so does my husband.",Love it!!!!
B01BH83OOM,Amazon Tap - Alexa-Enabled Portable Bluetooth Speaker,0,5,"i got one for my mom she's 90 years young and she sits and listens to it all day, she;s got the amazon tap i got my draugther the dot and i got my self another tap. i just found out you can put the tap on hands free and you dont have to tap the button this made it even better. my grand kids love playing ganes with alexa. like i said every household need one",alexa is amost for every house hold
B01BH83OOM,Amazon Tap - Alexa-Enabled Portable Bluetooth Speaker,0,5,"The latest software update included hands free mode. So this can do everything that the stationary Echo speaker does, but is fully portable. Personally, I don't want the device to record everything I say all the time, so I only use the tap mode. The sound quality is good for a speaker of this size. This is especially a great choice if you have a mobile hotspot with unlimited data. You can now bring Alexa on the go.",Portable Alexa
B01BH83OOM,Amazon Tap - Alexa-Enabled Portable Bluetooth Speaker,0,5,"I was impressed with the sound of the original Echo, the price of the Dot. The Echo Tap is the best of both and Portable. I have echos in multiple rooms. I got this to bring music outside to the patio. The music has rich bass and clear sound perfect for tunes or talk. Now that SiriusXM is on Alexa too I have access to great music, Howard stern, NFL, MLB and all the rest of the satellite radio content. The great thing about the tap is unlike a normal Bluetooth speaker this one works solo with Alexa and wifi. Even my wife loves it I think she talks to Alexa now more than she talks to me.",Wow
B01BH83OOM,Amazon Tap - Alexa-Enabled Portable Bluetooth Speaker,0,4,Still in the learning process--looking forward to more benefits!,Great so far
B01BH83OOM,Amazon Tap - Alexa-Enabled Portable Bluetooth Speaker,0,5,I like buying things that work as advertised. This does.Although it does not respond as well to my wife's commands. Hmmm...,Works as promised
B01BH83OOM,Amazon Tap - Alexa-Enabled Portable Bluetooth Speaker,0,4,"This is a fun and convenient toy, but I'm surprised about some of the limitations. I keep hearing the same NPR news clip when I ask for news or headline news. I would like more news highlights. When I ask for 80s music, Echo starts with the same 1 of 3 songs each time.",Limitations
B01BH83OOM,Amazon Tap - Alexa-Enabled Portable Bluetooth Speaker,0,5,"I read reviews for all the Amazon echo products, and decided the portability and the full size of the Tap made it the right product for me. It lives up to my expectations. It does last all day, playing music, answering questions, (although my accent must give it some problems as I get a few ""I didn't understand that"" comments from Alexa), and setting timers/alarms and lists. I picked the Tap because it has the ability to be moved room to room or even to the patio, and can be recharged overnight.","Full Size, yet portable"
B01BH83OOM,Amazon Tap - Alexa-Enabled Portable Bluetooth Speaker,0,5,This is so easy to operate and fun too! I love it!!,Very cool!
B01BH83OOM,Amazon Tap - Alexa-Enabled Portable Bluetooth Speaker,0,4,"Thoughts of being able to have the Echo ""grow"" as I added to the list of tasks, excited me. Including the latest app, having it to recognize my smartphone's contact list to place and to receive calls. However, the Echo I purchased does not link up to my Samsung smartphone. Disappointed is a understatement.","Nice,however."
B01BH83OOM,Amazon Tap - Alexa-Enabled Portable Bluetooth Speaker,0,5,Love the fact that it has a rechargeable battery and can be moved with no issues for listening in other rooms. Has a decent amount of Bass for the size.,Great product with good bass for the price.
B01BH83OOM,Amazon Tap - Alexa-Enabled Portable Bluetooth Speaker,0,5,Awesome speaker easy to set up. Easy to play. Great by the pool,Awesome speaker
B01BH83OOM,Amazon Tap - Alexa-Enabled Portable Bluetooth Speaker,0,5,"Same features as Echo now, but easier to move around the house as needed w/you.",Awesome device w/ Alexa features.
B01BH83OOM,Amazon Tap - Alexa-Enabled Portable Bluetooth Speaker,0,5,"Always loved the Amazon Echo. Now we can rake it with us, outside, wherever!",Amazon Echo with portable bluetooth speaker
B01BH83OOM,Amazon Tap - Alexa-Enabled Portable Bluetooth Speaker,0,5,"Smaller then what i expecting, alexa sounds loud and clear. Music sounds great, just make sure you enable alexa hands free so you dont have to hit the button",Amazing
B01BH83OOM,Amazon Tap - Alexa-Enabled Portable Bluetooth Speaker,0,5,Reasonably priced and worth every penny! I love it.,I love my Alexa!
B01BH83OOM,Amazon Tap - Alexa-Enabled Portable Bluetooth Speaker,0,5,I shopped for a long time until I found this and I am very pleased.,Great device
B01BH83OOM,Amazon Tap - Alexa-Enabled Portable Bluetooth Speaker,0,5,It exceeded my expectations and recommend this product to friends,Luv this product
B01BH83OOM,Amazon Tap - Alexa-Enabled Portable Bluetooth Speaker,0,4,The family really enjoys the Amazon Tap. This is an awesome investment. We talk to Alexa everyday.,Excellent Amazon Tap- Family Loves it.
B01BH83OOM,Amazon Tap - Alexa-Enabled Portable Bluetooth Speaker,0,4,Love having someone to take notes for me and play music on demand.,Big helper!
B01BH83OOM,Amazon Tap - Alexa-Enabled Portable Bluetooth Speaker,0,5,Chose this over a regular Bluetooth speaker and am so glad I did. Alexa really helps me be hands free and get things done. The sound quality is great. I've used it in the bathroom and no issues with steam.,Great purchase
B01BH83OOM,Amazon Tap - Alexa-Enabled Portable Bluetooth Speaker,0,5,Looked at the Echo before we bought this and I would have been a fool to buy it when you have to add a battery to make it portable. This has everything we need and then some.,Fabulous speaker!!
B01BH83OOM,Amazon Tap - Alexa-Enabled Portable Bluetooth Speaker,0,5,It's amazing! I love how loud it plays the music!!,Love it
B01BH83OOM,Amazon Tap - Alexa-Enabled Portable Bluetooth Speaker,0,5,This product works great with my amazon account and best part is it does not listen too all my conversations. While it is an option I prefer to hit the button for it to recognize a voice command. That way its not listening till I tell it to unlike Google's device and the other amazon devices.,Best Voice Command that dosen't list all the time
B01BH83OOM,Amazon Tap - Alexa-Enabled Portable Bluetooth Speaker,0,2,"Love the Dot, Hate the Tap Portable! This device will not hold a charge for even one day. The dots are amazing though.","Love the Dot, Hate the Tap Portable"
B01BH83OOM,Amazon Tap - Alexa-Enabled Portable Bluetooth Speaker,0,5,"I just love this tap!! It is so much fun. The music is so great. I play the relation music every night,every night. Best thing ever!",Tap
B01BH83OOM,Amazon Tap - Alexa-Enabled Portable Bluetooth Speaker,0,5,Love the speaker and the assistance of Alexa. Was trying to choose between this and a regular Bluetooth speaker and this was a better choice for my needs.,Great product
B01BH83OOM,Amazon Tap - Alexa-Enabled Portable Bluetooth Speaker,0,5,Great speaker and the sound is great. Use it every day. Love being able to use Alexa when attached to my network.,Excellent sound on this portable speaker
B01BH83OOM,Amazon Tap - Alexa-Enabled Portable Bluetooth Speaker,0,5,"The Amazon Tap is a perfect complement to our Amazon Echo. Put this in our office space...has all the advantages of the Echo and is also a great Bluetooth speaker. Having to ""tap"" the mic button to summon Alexa is no issue at all! Sound quality is as good as any Bluetooth speaker on the market and it's extremely portable.",Great Purchase
B01BH83OOM,Amazon Tap - Alexa-Enabled Portable Bluetooth Speaker,0,5,Alexa works great and does lots of things for you. Fun for the family.,Great product!
B01BH83OOM,Amazon Tap - Alexa-Enabled Portable Bluetooth Speaker,0,5,"I'm glad that I bought this product, it's easy to understand, my grandkids loves it.",Alexa is very helpful
B01BH83OOM,Amazon Tap - Alexa-Enabled Portable Bluetooth Speaker,0,4,"Besides the missing app functionality (check compatibility before purchasing), it does exactly what I want it to.","Some unpleasant quirks, but overall very good"
B01BH83OOM,Amazon Tap - Alexa-Enabled Portable Bluetooth Speaker,0,4,Mostly just use it for the speaker. Still waiting on the no touch feature they are adding.,Cool little gadget
B01BH83OOM,Amazon Tap - Alexa-Enabled Portable Bluetooth Speaker,0,4,"A friend gave me a Dot, which I enjoyed. I decided to explore the other devices. I was torn between the Echo and the Tap. After reading a CNET review, I chose the Tap because it is portable. My two frustrations are you cannot change the wake up word ""Alexis"", and you have to be exact in your language when requesting a service. If you are Amazon prime or Audible book member, it is a great addition to you household.",Great device
B01BH83OOM,Amazon Tap - Alexa-Enabled Portable Bluetooth Speaker,0,5,"Guys, the Tap does everything Echo does and it's portable! Use it at home for everything, at work on your desk for music, weather, etc, and even poolside as a portable speaker.",Great for home and travel
B01BH83OOM,Amazon Tap - Alexa-Enabled Portable Bluetooth Speaker,0,4,Great sound. Love it. It's value is well worth it.,Well worth it
B01BH83OOM,Amazon Tap - Alexa-Enabled Portable Bluetooth Speaker,0,5,This is the best of both worlds. A reasonably priced BT speaker and an Amazon Alexa enabled device. I would highly recommend to anyone looking for a BT speaker and considering an Alexa enabled device.,Great product!
B01BH83OOM,Amazon Tap - Alexa-Enabled Portable Bluetooth Speaker,2,5,"I use this hours a day. Whether it is for listening to spotify or turning on a wemo-device, the battery life, sound quality, and voice recognition is great.",Love it
B01BH83OOM,Amazon Tap - Alexa-Enabled Portable Bluetooth Speaker,0,4,Very happy with the Tap. We have the Echo and would have to unplug it and plug it in to use it on the deck. With the Tap we just take it off the charging stand and go. No more bothering with Bluetooth speakers and using our phone when we can just play music ever from the Internet with TAP.,Small Echo that you can take outside
B01BH83OOM,Amazon Tap - Alexa-Enabled Portable Bluetooth Speaker,0,5,It has a good sound. The battery last long and it connects easily to WiFi and blue tooth. But you have to touch a button before you speak to it.,Its loud and has a good battery
B01BH83OOM,Amazon Tap - Alexa-Enabled Portable Bluetooth Speaker,0,5,"This is a great on-the-go speaker. I like the fact that it sits on a charging cradle instead of having to plug in. Also, bonus: Alex. I like the update they have done to it as well where you don't have to push the button to activate her, you can just say her name. If you are looking for an echo with a decent speaker without paying too much, choose this one. Spend more,m and you can get the regular echo which has a better booming sound, but you can't travel with it.",Great on the go speaker
B01BH83OOM,Amazon Tap - Alexa-Enabled Portable Bluetooth Speaker,0,4,we're early in the stages of home smartness but this is a good start,Solid
B01BH83OOM,Amazon Tap - Alexa-Enabled Portable Bluetooth Speaker,0,4,I like the product itself but its app is very slow esp. outside the U.S. when you are on the go.,Cool but its app didn't work well
B01BH83OOM,Amazon Tap - Alexa-Enabled Portable Bluetooth Speaker,0,5,Before I bought this I had a blue tooth speaker and an iPod touch. Both of which had to be charged and turned on etc. now I just tell Alexa to play music.,Alexa House
B01BH83OOM,Amazon Tap - Alexa-Enabled Portable Bluetooth Speaker,0,5,"Love it, works better than anticipated. Also at a good price",Great device
B01BH83OOM,Amazon Tap - Alexa-Enabled Portable Bluetooth Speaker,0,5,"We already had an Alexa but this one is a great addition. It's portable, rechargeable and good sound.",Great product
B01BH83OOM,Amazon Tap - Alexa-Enabled Portable Bluetooth Speaker,0,4,Its very nice and not as big as the echo. Didn't know there was a Tap available to buy.,Amazon Tap
B01BH83OOM,Amazon Tap - Alexa-Enabled Portable Bluetooth Speaker,0,1,Has a very good Bluetooth speakers sound quality is good but otherwise she's pretty useless when it comes to get answering questions,Good Bluetooth speaker
B01BH83OOM,Amazon Tap - Alexa-Enabled Portable Bluetooth Speaker,0,5,This is the one to get after Amazon's update to have the device always on. It also has the best speaker of the three.,Best speaker of the three
B01BH83OOM,Amazon Tap - Alexa-Enabled Portable Bluetooth Speaker,0,3,"This product is ok, wasn't too impressed with the commercial was defiantly more interesting",Ok product
B01BH83OOM,Amazon Tap - Alexa-Enabled Portable Bluetooth Speaker,0,5,Cute speaker. a bit expensive but the amazon streaming capabilities make it worth it,Alexa + Bluetooth= Gold
B01BH83OOM,Amazon Tap - Alexa-Enabled Portable Bluetooth Speaker,0,5,"This is a great product. I also have a Dot but the ability take this anywhere is a huge bonus, the hands free mode works just like the Dot, and the sound is great. I use the Tap all the time; working on projects, making shopping lists, playing games, to turning on the lights. I looked at the Echo but even with a battery pack it didn't seem very mobile.",Great Product
B01BH83OOM,Amazon Tap - Alexa-Enabled Portable Bluetooth Speaker,0,4,I have an Alexa but wanted a speaker for traveling. You can use this without a plug in cord.,So much fun for traveling
B01BH83OOM,Amazon Tap - Alexa-Enabled Portable Bluetooth Speaker,0,5,"A nice complement to the Alexa family. The sound quality is nearly as good as the original Echo, and the voice activation addition makes it an even better by, particularly for the price.",Another win for Amazon
B01BH83OOM,Amazon Tap - Alexa-Enabled Portable Bluetooth Speaker,0,4,The echo is easy to use and fun to use once you buy one you'll want them for all over your house.,The echo is great
B01BH83OOM,Amazon Tap - Alexa-Enabled Portable Bluetooth Speaker,0,5,This item is exactly what I was looking for. It is a perfect size for home or travel. It is very loud for its size.,Excellent
B01BH83OOM,Amazon Tap - Alexa-Enabled Portable Bluetooth Speaker,0,5,Makes for a great alarm and reminder device. I own 2 dots and the tap. Use them all.,Great product
B01BH83OOM,Amazon Tap - Alexa-Enabled Portable Bluetooth Speaker,0,4,Great Bluetooth speaker with the added benefit of Alexa,Great Blutooth Speaker
B01BH83OOM,Amazon Tap - Alexa-Enabled Portable Bluetooth Speaker,0,5,Love being able to use Alexa unplugged. Amazing device!,Amazing
B01BH83OOM,Amazon Tap - Alexa-Enabled Portable Bluetooth Speaker,0,4,Does as advertise. Good for bedroom and you can plug in external speakers.,Does what it says it does
B01BH83OOM,Amazon Tap - Alexa-Enabled Portable Bluetooth Speaker,0,5,It helps the kids with questions it plays any music you like .,Great for entire family
B01BH83OOM,Amazon Tap - Alexa-Enabled Portable Bluetooth Speaker,0,5,Great sound quality from such a small item. Easy to hide so it's not noticeable.,Great sound from small speaker
B01BH83OOM,Amazon Tap - Alexa-Enabled Portable Bluetooth Speaker,0,5,For the price this Amazon is amazing. Just like the echo but smaller. I show everyone how great it is.,Great product
B01BH83OOM,Amazon Tap - Alexa-Enabled Portable Bluetooth Speaker,0,5,It is a quality product and has clear crisp sound. Best part it can be carried in any satchel. Sound is loud enough for a back yard gathering.,Awesome speaker
B01BH83OOM,Amazon Tap - Alexa-Enabled Portable Bluetooth Speaker,0,5,Definitely enjoy using this at home. I was surprised at how intuitive it is and was able to answer any question in seconds. I mostly use it to play music through Amazon player. I know there's tons more it can do and can't wait to take advantage of all its capabilities.,Fun addition to your home
